Timestamp,Ax(m/s^2),Ay(m/s^2),Az(m/s^2),Gx(deg/s),Gy(deg/s),Gz(deg/s)
1745410612.9801,-0.4310,-0.2586,9.9288,-1.2443,-1.9924,0.4046
1745410613.0862,-0.8619,-0.1556,9.5840,-1.6641,-2.5267,0.2977
1745410613.1931,-0.3160,-0.4286,9.8833,-2.5344,-0.5802,0.3664
1745410613.2992,-0.5243,-0.1006,9.6127,-2.5954,0.5420,0.0534
1745410613.4052,-0.5483,-0.2538,9.4020,-1.6794,-2.1832,0.3130
1745410613.5112,-0.6656,-0.0551,9.7085,-2.1298,-1.7634,0.4275
1745410613.6173,-0.3376,-0.1053,9.4427,-2.4962,1.8855,0.0305
1745410613.7233,-0.6776,-0.2610,9.8306,-1.7634,-2.2748,0.2519
1745410613.8294,-0.8260,-0.2035,10.0245,-1.5954,-1.3817,-1.8779
1745410613.9354,-0.3926,-0.1508,9.4978,-2.5420,1.3817,0.2061
1745410614.0415,-0.5076,-0.3376,10.0054,-1.5725,-1.3053,0.0840
1745410614.1475,-0.5483,-0.2897,10.0940,-1.9847,-0.8550,0.0687
1745410614.2536,-0.4310,-0.3017,9.3350,-0.0687,-1.7710,0.4809
1745410614.3596,-0.6512,-0.1772,10.1921,-2.3282,-1.1603,0.3282
1745410614.4657,-0.6488,-0.1844,9.6007,-2.4275,-0.4733,0.3893
1745410614.5718,-0.8691,-0.3328,10.2424,-1.7786,-1.6794,0.4046
1745410614.6778,-0.4094,-0.0766,9.0333,-2.2290,-0.3435,0.2748
1745410614.7839,-0.7422,-0.3136,10.2376,-2.0000,-0.0992,-1.7557
1745410614.8900,-0.5770,-0.1293,9.5313,-2.1221,-2.3664,0.6412
1745410614.9960,-0.4788,-0.2897,9.8019,-0.0916,1.6718,0.2443
1745410615.1051,0.7015,-0.8068,9.8114,-3.1603,-4.9237,-12.1298
1745410615.2111,-0.2322,-0.4334,9.7588,-3.7710,-3.1985,-6.7557
1745410615.3171,-0.8547,-0.3160,10.3238,-3.8626,-0.0992,-3.8779
1745410615.4232,-0.5339,-0.2107,9.8330,-1.5802,-0.7099,-4.3206
1745410615.5292,-0.3831,-0.2298,9.2656,-2.7939,0.6336,0.1985
1745410615.6352,-0.6129,-0.3424,10.3669,-3.8779,-1.0076,0.4351
1745410615.7412,-0.5148,-0.3807,10.3789,-1.2901,-1.1985,0.3893
1745410615.8472,-0.4334,-0.2753,9.6558,-1.9237,-1.2824,0.1069
1745410615.9532,-0.3663,-0.3089,9.5289,-2.5420,-0.3282,0.1221
1745410616.0593,-0.3376,-0.4549,9.8138,-2.3588,-0.0382,0.3817
1745410616.1653,-0.4645,-0.3232,10.1801,-1.3740,-1.9542,0.3817
1745410616.2713,-0.3974,-0.1724,9.3541,-2.6336,-0.0076,0.2977
1745410616.3773,-0.3112,-0.1580,9.5481,-2.2214,-1.3435,0.1069
1745410616.4833,-0.1939,-0.3232,9.1674,-2.0611,-0.2748,0.2443
1745410616.5893,-0.3496,-0.1484,9.5122,-2.4351,-0.2214,0.5344
1745410616.6953,-0.4597,-0.1748,9.7731,-2.4962,0.2366,0.1908
1745410616.8014,-0.5842,-0.2227,10.0341,-1.7557,-1.8855,0.5649
1745410616.9074,-0.4932,-0.2849,9.9168,-1.5725,-1.0305,0.5420
1745410617.0134,-0.4573,-0.2107,9.8737,-2.8168,-0.4122,0.2137
1745410617.1194,-0.3879,-0.3974,9.9192,-2.3893,-0.6412,0.2137
1745410617.2254,-0.4645,-0.3496,9.4978,-2.2443,-0.5649,0.2595
1745410617.3324,-0.5171,-0.2083,9.0812,-2.3130,0.5115,0.3588
1745410617.4384,-0.5315,-0.2705,9.8306,-2.2137,-0.4275,0.2137
1745410617.5444,-0.6249,-0.3759,10.1825,-1.7328,-1.1756,0.3053
1745410617.6505,-0.4812,-0.2634,9.9503,-1.6870,-1.3588,0.6107
1745410617.7565,-0.3903,-0.1197,9.3302,-2.3435,0.2519,0.2748
1745410617.8625,-0.3400,-0.3974,9.4044,-2.6489,1.9008,0.2672
